RONI	-10.76	123.07	0
KRSI	-1.82	119.42	0
LBFI	-8.48	119.8921	0
TOLI2	1.11119	120.78174	0
PDGB	0.545579	100.298818	0
DNPB	-8.73838	115.17846	0
UIDB	-6.349021	106.826926	0
KJCM	-5.5646	119.8026	0
BBBCM	-5.5771	120.448	0
KMBFM	-8.5654217	120.31311	0
BPMJM	-6.9505233	113.4922383	0
WEFM	-8.6069517	121.7178533	0
RNFM	-8.429345	121.0261133	0
PSJCM	-7.06	120.620245	0
OMBFM	-8.6911917	119.8248167	0
PAFM	-8.3832	124.128	0
NSBMM	-3.0828917	128.2096033	0
TMTMM	-3.2979	129.53	0
WFTFM	-8.5247	122.71	0
SJPM	-2.5698	140.502	0
DWIKO	-8.0102	110.414	0
AAFM	-8.2734	124.723	0
TRIYO	-2.0601	99.583	0
AMPM	-1.2674	132.491	0
TBMCM	0.7139	124.59	0
WLFM	-8.5311	123.4499	0
SKPM	-3.4485	140.7256	0
FKMPM	-8.2515	140.2666	0
IATSM	4.92405	97.784545	0
SWPM	-0.8035	133.594	0
JSBFM	-8.8716567	116.8164717	0
PWCM	-3.6739	120.4005	0
WKCM	-3.8259	121.2993	0
SBBM	-8.2031	114.9179	0
USFM	-8.41198	117.14111	0
DBNFM	-8.424084	118.594821	0
RKCM	-2.9402467	121.5806317	0
SLBFM	-8.796215	115.934067	0
SPSJM	-6.6669	107.6136	0
WUPCM	-3.0063	120.1927	0
LKUCM	-3.2924	122.2332	0
WSTMM	-3.45296	129.995	0
WLTFM	-8.51818	116.5407	0
UKCM	-3.857	122.0431	0
NJBM	-8.30984	114.617125	0
LBNFM	-8.6017	119.0124	0
